"Plot","Tea_ID","Green","Rooibos","stab","ar","rate","Angle","New distances","ALT","Soilmoist","Distance","Spiral","Vegetation","Soil"
"Flower Plots",53,40.7025688641288,9.96332966629997,0.516596569309635,0.266838693741082,0.0166936197584127,45,NA,47.2,20.9,0.2,4,"Litter","Litter"
"Flower Plots",54,39.7829036635007,11.7117117117117,0.527518958865788,0.260809534706085,0.0212898343824162,45,NA,43.6,8.9,5,5,"Willow shrub","Litter"
"Flower Plots",55,37.7472029029332,10.7446016381236,0.551695927518608,0.247463848009728,0.0203390971220923,90,NA,49.3,17.9,0.3,6,"Litter","Dense mesic"
"Flower Plots",56,NA,10.2187615869485,NA,NA,NA,90,NA,22.1,14.5,7.5,7,"Litter","Litter"
"Flower Plots",57,NA,12.7865961199294,NA,NA,NA,90,NA,45,22.6,25,8,"Dryas","Very dense humic"
"Flower Plots",58,19.2786293958521,14.1715399610136,0.77103765563121,0.126387214091572,NA,135,NA,38.4,6.7,0.4,9,"Willow shrub","Very dense humic"
"Flower Plots",59,43.6279514996809,12.2331195775179,0.48185330760474,0.286016974202184,0.0199322340943041,135,NA,68.8,25.6,10,10,"Litter","Loose fibric"
"Flower Plots",60,36.8530834340991,12.336276674025,0.562314923585521,0.241602162180792,0.0255207525444124,NA,NA,NA,NA,NA,NA,NA,NA
"Flower Plots",61,30.3735456215554,14.5064980681419,0.639269054375826,0.199123481984544,0.0465663688267867,180,NA,24.9,13.9,0.5,11,"Dryas","Litter"
"Flower Plots",62,33.8432942522162,10.077177508269,0.598060638334725,0.221870527639232,0.0216245590478026,180,NA,52.1,10.5,12.5,12,"Dryas","Very dense humic"
"Flower Plots",63,37.0915448188175,12.033527696793,0.559482840631621,0.243165471971345,0.0243906890383269,180,NA,58.6,38.5,27.5,13,"Litter","Litter"
"Flower Plots",64,38.1220657276995,11.0055671537926,0.547243874967939,0.249921381017698,0.0207308445789797,225,NA,38.2,24.7,0.75,14,"Forbs","Very dense humic"
"Flower Plots",65,36.4740973312402,12.5648520277676,0.566815946184796,0.239117597705993,0.026622325617648,225,NA,48.6,41,15,15,"Bare soil","Loose fibric"
"Flower Plots",66,22.7887415076027,10.9262048192771,0.729349863330134,0.149398875441766,0.0469401945496543,270,NA,42.1,13.6,1,16,"Willow shrub","Litter"
"Flower Plots",67,30.319089900111,NA,0.639915796910796,0.198766480105241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flower Plots",68,31.2460267005722,10.8161004431315,0.628907046311495,0.204843310436055,0.0268148192879818,270,NA,40.9,21.2,17.5,17,"Willow shrub","Dense mesic"
"Flower Plots",69,NA,NA,NA,NA,NA,270,NA,47.7,23.3,30,18,"Dryas","Dense mesic"
"Flower Plots",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flower Plots",71,45.5239642567019,15.3316953316953,0.459335341369337,0.298446891564126,0.0257486618683288,315,NA,42.2,26.7,1.75,19,"Willow shrub","Litter"
"Flower Plots",72,NA,NA,NA,NA,NA,315,NA,43.3,23.3,20,20,"Willow shrub","Dense mesic"
